,entity_label,entity_text
0,DATE,Friday
0,DATE,1381A
0,DATE,"January 6, 2021"
0,DATE,DC - NOVEMBER 03
0,DATE,"Wednesday, Nov. 3, 2021"
0,DATE,90
0,DATE,2004
0,DATE,"October 6, 2021"
0,DATE,"October 6, 2021"
0,DATE,2015
0,DATE,"this Nov. 30, 2015"
0,DATE,two weeks
0,DATE,the past 13 months
0,DATE,June 7
0,DATE,September
0,DATE,2021
0,DATE,2021
0,DATE,last week
0,DATE,the summer
0,DATE,this week
0,DATE,"December 12, 2018"
0,DATE,the fall and winter
0,DATE,the holidays
0,DATE,October of last year
0,DATE,this year
0,DATE,"April 12, 2018"
0,DATE,three straight weeks
0,DATE,three straight weeks
0,DATE,last week
0,DATE,2021
0,DATE,2021
0,DATE,nearly two weeks
0,DATE,Friday
0,DATE,late last month
0,DATE,ten days
0,DATE,"Wednesday, Aug. 25, 2021"
0,DATE,earlier this month
0,DATE,DC - OCTOBER 22
0,DATE,"October 22, 2021"
0,DATE,less than two weeks
0,DATE,"Monday, May 24, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Sept. 9
0,DATE,Nov. 22
0,DATE,Nov. 8
0,DATE,Nov. 8
0,DATE,"March 21, 2021"
0,DATE,Jan. 20
0,DATE,the coming weeks
0,DATE,November 22nd
0,DATE,September
0,DATE,Fiscal Year 2021
0,DATE,recent months
0,DATE,two years
0,DATE,2021
0,DATE,2021
0,DATE,5 year old
0,DATE,ONE YEAR
0,DATE,February
0,DATE,every single day
0,DATE,today
0,DATE,2019
0,DATE,the years
0,DATE,October 2012
0,DATE,Annual
0,DATE,Thanksgiving Day Parade
0,DATE,2002
0,DATE,1995
0,DATE,January 1995
0,DATE,present day
0,DATE,mid-January 1995
0,DATE,some years later
0,DATE,2021
0,DATE,2010
0,DATE,that year
0,DATE,each year
0,DATE,1967
0,DATE,Fiscal Year 2015
0,DATE,annual
0,DATE,early December
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,the 1970s
0,DATE,Monday
0,DATE,1978
0,DATE,1169
0,DATE,"April 12, 2018"
0,DATE,"June 1, 2022"
0,DATE,"Jan. 1, 2022"
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,the end of November
0,DATE,"September 10, 2021"
0,DATE,"some cases, years"
0,DATE,"this Dec. 15, 2016"
0,DATE,Thursday
0,DATE,Nov. 28
0,DATE,Dec. 28
0,DATE,2021
0,DATE,2021
0,DATE,Election Day
0,DATE,Election Day
0,DATE,Sunday
0,DATE,the age of 12
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,Monday
0,DATE,just days
0,DATE,11 years old
0,DATE,Today
0,DATE,between the ages of 5
0,DATE,every school year
0,DATE,Monday
0,DATE,Nov. 2
0,DATE,the coming weeks
0,DATE,2021
0,DATE,2021
0,DATE,Yesterday
0,DATE,Friday
0,DATE,Jan 4
0,DATE,"January 14, 2019"
0,DATE,Saturday
0,DATE,"Nov. 3, 2021"
0,DATE,earlier this year
0,DATE,September
0,DATE,the age of 14
0,DATE,next year
0,DATE,two months
0,DATE,two months
0,DATE,Friday
0,DATE,2021
0,DATE,2021
0,DATE,next week
0,DATE,Friday
0,DATE,"Jan. 4, 2022"
0,DATE,Friday
0,DATE,October
0,DATE,"Nov. 5, 2021"
0,DATE,Earlier this week
0,DATE,"Thursday, Oct. 7, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,last year
0,DATE,19
0,DATE,some days
0,DATE,2021
0,DATE,2021
0,DATE,two days
0,DATE,Christmas
0,DATE,the holidays
0,DATE,three weeks
0,DATE,next week
0,DATE,the week
0,DATE,last week
0,DATE,Wednesday
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,the last 90 days
0,DATE,three to five days
0,DATE,"Thursday, Nov. 4, 2021"
0,DATE,up to 12 weeks
0,DATE,"Nov. 4, 2021"
0,DATE,July
0,DATE,2021
0,DATE,2021
0,DATE,2022
0,DATE,Thursday
0,DATE,Jan. 4
0,DATE,Thursday
0,DATE,weekly
0,DATE,Nov. 15
0,DATE,"April 19, 2021"
0,DATE,Thursday
0,DATE,Dec. 8 to Jan. 4
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,"Monday, May 24, 2021"
0,DATE,"January 10, 2020"
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,Wednesday
0,DATE,September
0,DATE,the coming days
0,DATE,"Thursday, June 10, 2021"
0,DATE,"Thursday, Oct. 14, 2021"
0,DATE,Wednesday
0,DATE,20 day
0,DATE,20-day
0,DATE,the end of the 20 days
0,DATE,December
0,DATE,"Thursday, Oct. 28, 2021"
0,DATE,September
0,DATE,weekly
0,DATE,2021
0,DATE,2021
0,DATE,last week
0,DATE,Nov. 2
0,DATE,Nov. 28
0,DATE,Dec. 15
0,DATE,Monday
0,DATE,"Thursday, Aug. 12, 2021"
0,DATE,"Oct. 30, 2020"
0,DATE,Last year
0,DATE,this year
0,DATE,Last week
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,March
0,DATE,last year
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,Wednesday
0,DATE,Sunday
0,DATE,"Wednesday, Thursday, Friday and Saturday"
0,DATE,today
0,DATE,Wednesday
0,DATE,four days
0,DATE,today
0,DATE,Tuesday
0,DATE,ten-day
0,DATE,daily
0,DATE,"Tuesday, July 20, 2021"
0,DATE,Last Monday
0,DATE,a day
0,DATE,less than two weeks
0,DATE,just days
0,DATE,Oct. 19
0,DATE,"Oct. 16, 2021"
0,DATE,Three days earlier
0,DATE,Later that day
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,"79 October 30, 2021"
0,DATE,November 2
0,DATE,this month
0,DATE,Oct. 7
0,DATE,today
0,DATE,Oct. 21
0,DATE,Sunday
0,DATE,Oct. 23
0,DATE,"October 26, 2021"
0,DATE,a week
0,DATE,November 2
0,DATE,"October 21, 2021"
0,DATE,November 2
0,DATE,Saturday
0,DATE,Election Day
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,earlier this year
0,DATE,just this summer
0,DATE,the end of next week
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,a few weeks
0,DATE,"Thursday, Oct. 31, 2019"
0,DATE,"Wednesday, Oct. 27, 2021"
0,DATE,Wednesday
0,DATE,just weeks
0,DATE,"Oct. 27, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,"this March 3, 2021"
0,DATE,May 13
0,DATE,Thursday
0,DATE,"May 13, 2021"
0,DATE,"Friday, August 21, 2009"
0,DATE,Oct. 21
0,DATE,between Oct. 13
0,DATE,Oct. 20
0,DATE,2021
0,DATE,2021
0,DATE,the early months
0,DATE,earlier this month
0,DATE,"Tuesday, April 7, 2020"
0,DATE,"September 23, 2020"
0,DATE,"late February,"
0,DATE,2020
0,DATE,"January 19, 2021"
0,DATE,2020
0,DATE,August 2020
0,DATE,130-day
0,DATE,November 2020
0,DATE,Friday
0,DATE,"April 3, 2020"
0,DATE,last week
0,DATE,well over year
0,DATE,weeks
0,DATE,two weeks
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,over 18 months
0,DATE,"September 29, 2021"
0,DATE,the summer
0,DATE,Sept. 9
0,DATE,Dec. 8
0,DATE,Last week
0,DATE,the peak holiday season
0,DATE,December 8
0,DATE,2022
0,DATE,2021
0,DATE,2021
0,DATE,Saturday
0,DATE,"Monday, July 16, 2018"
0,DATE,Saturday
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,"January 6, 2008"
0,DATE,the coming days
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,last month
0,DATE,September
0,DATE,weekly
0,DATE,recent months
0,DATE,Friday
0,DATE,"Oct. 27, 2021"
0,DATE,November 8
0,DATE,just weeks
0,DATE,Thursday
0,DATE,2021
0,DATE,2021
0,DATE,Oct. 12 and Oct. 13
0,DATE,well over year
0,DATE,"Wednesday, April 29, 2020"
0,DATE,weeks
0,DATE,two weeks
0,DATE,Wednesday
0,DATE,earlier this month
0,DATE,the end of the year
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,Dec. 1
0,DATE,last week
0,DATE,a year
0,DATE,"this April 15, 2021"
0,DATE,"Thursday, Aug. 19, 2021"
0,DATE,November
0,DATE,August
0,DATE,another year
0,DATE,2021
0,DATE,2021
0,DATE,December
0,DATE,Wednesday
0,DATE,December 18
0,DATE,"Monday, May 24, 2021"
0,DATE,Wednesday
0,DATE,December 18
0,DATE,December 18
0,DATE,"Monday, Oct. 18, 2021"
0,DATE,July
0,DATE,earlier this month
0,DATE,"this Sept. 10, 2020"
0,DATE,"Thursday, Oct. 7, 2021"
0,DATE,"Oct. 1, 2021"
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,2021
0,DATE,2021
0,DATE,1948
0,DATE,"20, 2015"
0,DATE,"9, 2019"
0,DATE,Oct. 14
0,DATE,August
0,DATE,the one year anniversary
0,DATE,"March 17, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,early COVID
0,DATE,recent weeks
0,DATE,"Monday, Aug. 23, 2021"
0,DATE,this week
0,DATE,"Thursday, Sept. 9, 2021"
0,DATE,recent weeks
0,DATE,the end of last year
0,DATE,the beginning of this one
0,DATE,June 2020
0,DATE,September
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,earlier this week
0,DATE,Thursday
0,DATE,Wednesday
0,DATE,"October 08, 2021"
0,DATE,February
0,DATE,July
0,DATE,August
0,DATE,"Wednesday, Oct. 14, 2020"
0,DATE,this week
0,DATE,Thursday
0,DATE,this month
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,the winter months
0,DATE,winter months
0,DATE,these winter months
0,DATE,Wednesday
0,DATE,Wednesday
0,DATE,5 to 11
0,DATE,weeks
0,DATE,decades
0,DATE,2021
0,DATE,2021
0,DATE,this week
0,DATE,this week
0,DATE,"Wednesday Aug. 25, 2021"
0,DATE,Monday
0,DATE,Oct. 4
0,DATE,all day
0,DATE,"Tuesday, July 27, 2021"
0,DATE,"Wednesday, Aug. 11, 2021"
0,DATE,weekly
0,DATE,summer
0,DATE,yesterday
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,more than 30 years
0,DATE,the last 13
0,DATE,the last couple of years
0,DATE,last week
0,DATE,Monday
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,September
0,DATE,two months
0,DATE,Monday
0,DATE,Nov. 30
0,DATE,52
0,DATE,the first day
0,DATE,June
0,DATE,2021
0,DATE,2021
0,DATE,August
0,DATE,"this Thursday, Jan. 23, 2020"
0,DATE,this fall
0,DATE,September
0,DATE,65 years old
0,DATE,last week
0,DATE,Sunday
0,DATE,"July 20, 2021"
0,DATE,This Week
0,DATE,"Wednesday, July 28, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,2017
0,DATE,2001-2005
0,DATE,the tumultuous years
0,DATE,Sept. 11
0,DATE,2003
0,DATE,February 2003
0,DATE,2004
0,DATE,Monday
0,DATE,May 2002
0,DATE,2003
0,DATE,"July 31, 2000"
0,DATE,"April 5, 1937"
0,DATE,35 years
0,DATE,1962
0,DATE,later that year
0,DATE,1968 to 1969
0,DATE,1987
0,DATE,1989
0,DATE,"Oct. 1, 1989"
0,DATE,"Sept. 30, 1993"
0,DATE,1991
0,DATE,1993
0,DATE,December 2000
0,DATE,Monday
0,DATE,Monday
0,DATE,2005
0,DATE,1992
0,DATE,2020
0,DATE,Today
0,DATE,August 2020
0,DATE,2021
0,DATE,2021
0,DATE,August
0,DATE,Oct. 4
0,DATE,Friday
0,DATE,Nov. 30
0,DATE,"April 24, 2019"
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,Oct. 1
0,DATE,7-12
0,DATE,"Tuesday, Oct. 12, 2021"
0,DATE,Monday
0,DATE,Friday
0,DATE,"Sept. 28, 2021"
0,DATE,Friday
0,DATE,Friday
0,DATE,2021
0,DATE,2021
0,DATE,years
0,DATE,more than 350 years
0,DATE,Thursday
0,DATE,Oct. 6
0,DATE,Thursday
0,DATE,Nov. 14
0,DATE,Dec. 14
0,DATE,"some cases, years"
0,DATE,Thursday
0,DATE,years
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,Last month
0,DATE,Dec. 8
0,DATE,last month
0,DATE,this week
0,DATE,Earlier this month
0,DATE,late November
0,DATE,"November 22, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,this week
0,DATE,January
0,DATE,this week
0,DATE,November
0,DATE,November
0,DATE,January
0,DATE,this week
0,DATE,all year
0,DATE,2021
0,DATE,2021
0,DATE,last week
0,DATE,Oct. 1
0,DATE,January 2022
0,DATE,12
0,DATE,12
0,DATE,days
0,DATE,12 on Sept. 19
0,DATE,May 2021
0,DATE,15 years old
0,DATE,Oct. 2020
0,DATE,summer
0,DATE,the age of 12 years old
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,September
0,DATE,Friday
0,DATE,the first eight months
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,2020
0,DATE,2020
0,DATE,1984
0,DATE,2020
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,Oct. 15
0,DATE,Friday
0,DATE,FOX 32
0,DATE,today
0,DATE,last week
0,DATE,"Sept. 28, 2021"
0,DATE,Friday
0,DATE,the last day
0,DATE,two weeks
0,DATE,Oct. 15
0,DATE,2021
0,DATE,2021
0,DATE,2009
0,DATE,the end of the day October 1
0,DATE,September 2022
0,DATE,August
0,DATE,Monday
0,DATE,Friday
0,DATE,Oct. 1
0,DATE,Friday
0,DATE,Monday
0,DATE,Monday
0,DATE,Oct. 4
0,DATE,Monday
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,"Sept. 11, 2001"
0,DATE,recent months
0,DATE,"this Aug. 12, 2021"
0,DATE,"Thursday, Sept. 30"
0,DATE,Thursday
0,DATE,Thursday
0,DATE,this week
0,DATE,June 12
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,12-years-old
0,DATE,just weeks
0,DATE,August
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,Thursday
0,DATE,Friday
0,DATE,Thursday
0,DATE,Thursday
0,DATE,Friday
0,DATE,Thursday
0,DATE,January
0,DATE,Monday
0,DATE,Monday
0,DATE,Wednesday
0,DATE,August
0,DATE,Friday
0,DATE,the last 28 days
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,Earlier this month
0,DATE,weekly
0,DATE,July
0,DATE,2021
0,DATE,2021
0,DATE,Nov. 1
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,the last year and a half
0,DATE,a year and a half
0,DATE,recent weeks
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,Last week
0,DATE,Thursday
0,DATE,Sept. 17
0,DATE,Monday
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,a modern-day Inquisition
0,DATE,2021
0,DATE,2021
0,DATE,weekly
0,DATE,Tuesday
0,DATE,28-year-old
0,DATE,"April 2, 2021"
0,DATE,Tuesday
0,DATE,April 2
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,today
0,DATE,August the 28th
0,DATE,daily
0,DATE,recent days
0,DATE,weeks
0,DATE,August
0,DATE,Sept. 27
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,August
0,DATE,Sept. 16
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,just days
0,DATE,65
0,DATE,earlier this month
0,DATE,A quarter
0,DATE,65 years old
0,DATE,18 or older
0,DATE,Friday
0,DATE,January
0,DATE,February
0,DATE,March
0,DATE,recent days
0,DATE,2021
0,DATE,2021
0,DATE,2020
0,DATE,September 13th
0,DATE,"Monday, September 27"
0,DATE,early August
0,DATE,Monday
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,Monday
0,DATE,next week
0,DATE,September 27
0,DATE,2021
0,DATE,2021
0,DATE,summer
0,DATE,this month
0,DATE,last week
0,DATE,Just days
0,DATE,Monday
0,DATE,Friday
0,DATE,last week
0,DATE,last week
0,DATE,a long weekend
0,DATE,Friday
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,last week
0,DATE,Sept. 9
0,DATE,2021
0,DATE,2021
0,DATE,late Thursday
0,DATE,65
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,65
0,DATE,those 65 years or older
0,DATE,18 or older
0,DATE,six months ago
0,DATE,January
0,DATE,February
0,DATE,March this year
0,DATE,65
0,DATE,65
0,DATE,late Thursday
0,DATE,Americans 65
0,DATE,earlier this week
0,DATE,earlier this month
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,this week
0,DATE,the vaccine six months ago
0,DATE,the age of 65
0,DATE,the age of 18
0,DATE,late Thursday
0,DATE,earlier this month
0,DATE,Americans 65
0,DATE,Thursday
0,DATE,earlier this week
0,DATE,2021
0,DATE,2021
0,DATE,2022
0,DATE,Wednesday
0,DATE,less than a year
0,DATE,last month
0,DATE,September
0,DATE,earlier this month
0,DATE,2021
0,DATE,2021
0,DATE,Saturday
0,DATE,Saturday
0,DATE,Saturday
0,DATE,Earlier this summer
0,DATE,2021
0,DATE,2021
0,DATE,year
0,DATE,last year's
0,DATE,this year
0,DATE,Earlier this month
0,DATE,last year
0,DATE,2021
0,DATE,2021
0,DATE,Monday
0,DATE,last week
0,DATE,this month
0,DATE,Thursday
0,DATE,just a week later
0,DATE,Thursday
0,DATE,Thursday
0,DATE,seasonal
0,DATE,Monday
0,DATE,Monday
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,this summer
0,DATE,last week
0,DATE,"Thursday, Sept. 9, 2021"
0,DATE,last Thursday
0,DATE,months
0,DATE,this summer
0,DATE,Wednesday
0,DATE,July
0,DATE,last week
0,DATE,Sept. 9-13
0,DATE,Sept. 10-13
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,a month
0,DATE,this summer
0,DATE,Sept. 10-13
0,DATE,early August
0,DATE,January
0,DATE,mid 50s
0,DATE,his first six months
0,DATE,last month
0,DATE,early August
0,DATE,the end of last month
0,DATE,MAY IMPACT 2022
0,DATE,2020
0,DATE,a century
0,DATE,May
0,DATE,the beginning of last month
0,DATE,early August
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,last week
0,DATE,weekly
0,DATE,July
0,DATE,2021
0,DATE,2021
0,DATE,last week
0,DATE,weekly
0,DATE,every day
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,April
0,DATE,early August
0,DATE,late last month
0,DATE,Aug. 3
0,DATE,weekly
0,DATE,Thursday
0,DATE,weekly
0,DATE,2021
0,DATE,2021
0,DATE,last week
0,DATE,weekly
0,DATE,2020
0,DATE,December 2020
0,DATE,less than nine months
0,DATE,five years
0,DATE,January
0,DATE,last week
0,DATE,the summer
0,DATE,July
0,DATE,2021
0,DATE,2021
0,DATE,one day
0,DATE,Monday
0,DATE,earlier this year
0,DATE,this summer
0,DATE,the past two months
0,DATE,last year
0,DATE,last Wednesday
0,DATE,"Wednesday, Sept. 8, 2021"
0,DATE,the closing weeks
0,DATE,a century
0,DATE,a year ago
0,DATE,earlier this month
0,DATE,the past year and a half
0,DATE,months
0,DATE,November
0,DATE,the past six weeks
0,DATE,last month
0,DATE,"Thursday, Sept. 2, 2021"
0,DATE,Sept. 14
0,DATE,last November
0,DATE,2018
0,DATE,Tuesday
0,DATE,2020
0,DATE,earlier this month
0,DATE,2020
0,DATE,July
0,DATE,August
0,DATE,the past three weeks
0,DATE,2021
0,DATE,2021
0,DATE,This Week
0,DATE,Sunday
0,DATE,October
0,DATE,a month
0,DATE,Thursday
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,Friday
0,DATE,Friday
0,DATE,1970
0,DATE,1970
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,Thursday
0,DATE,weekly
0,DATE,Thursday
0,DATE,last month
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,weekly
0,DATE,Thursday
0,DATE,Thursday
0,DATE,Friday
0,DATE,Friday
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,Friday
0,DATE,"Friday, Sept. 3, 2021"
0,DATE,August
0,DATE,Thursday
0,DATE,weekly
0,DATE,Thursday
0,DATE,Thursday
0,DATE,2021
0,DATE,2021
0,DATE,weekly
0,DATE,Thursday
0,DATE,weekly
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,weekly
0,DATE,this past year and a half
0,DATE,Friday
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,weekly
0,DATE,July
0,DATE,weekly
0,DATE,July 23
0,DATE,December
0,DATE,100 days
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,weeks
0,DATE,last May
0,DATE,Earlier this week
0,DATE,22-year-old
0,DATE,weeks
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,Sept. 29
0,DATE,Aug. 24
0,DATE,Sept. 29
0,DATE,the next 30 days
0,DATE,weeks
0,DATE,2021
0,DATE,2021
0,DATE,90-day
0,DATE,the last decade
0,DATE,2019
0,DATE,19 years
0,DATE,between 2010 and 2012
0,DATE,the last decade
0,DATE,"Jan. 15, 2021"
0,DATE,the last decade
0,DATE,2011
0,DATE,2021
0,DATE,2021
0,DATE,Labor Day
0,DATE,weeks
0,DATE,this summer
0,DATE,mid 50s
0,DATE,late January
0,DATE,last month
0,DATE,this weekend
0,DATE,June
0,DATE,June
0,DATE,MAY IMPACT 2022
0,DATE,August 2017
0,DATE,March 1975
0,DATE,Aug. 29-Sept 1
0,DATE,two-decade
0,DATE,a day
0,DATE,Sept. 1-2
0,DATE,2024
0,DATE,last week
0,DATE,late June
0,DATE,June
0,DATE,"Tuesday, Aug. 31, 2021"
0,DATE,2020
0,DATE,a century
0,DATE,June
0,DATE,this summer
0,DATE,April
0,DATE,Friday
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,6 WEEKS
0,DATE,Earlier this week
0,DATE,2021
0,DATE,2021
0,DATE,July
0,DATE,July
0,DATE,Oct. 1
0,DATE,Tuesday
0,DATE,last month
0,DATE,2021
0,DATE,2021
0,DATE,the fall
0,DATE,earlier this summer
0,DATE,Oct. 1
0,DATE,2021
0,DATE,2021
0,DATE,a century
0,DATE,last year
0,DATE,two weeks
0,DATE,Tuesday
0,DATE,2018
0,DATE,June of last year
0,DATE,two and a half weeks ago
0,DATE,2021
0,DATE,2021
0,DATE,just over seven months
0,DATE,Tuesday
0,DATE,last week’s
0,DATE,Tuesday
0,DATE,50 years
0,DATE,Tuesday
0,DATE,two decades
0,DATE,another decade
0,DATE,seven months
0,DATE,Tuesday
0,DATE,October
0,DATE,November
0,DATE,the week of Sept. 20
0,DATE,Tuesday
0,DATE,Sunday
0,DATE,Sunday
0,DATE,Tuesday
0,DATE,Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,today
0,DATE,July
0,DATE,67
0,DATE,58
0,DATE,earlier this year
0,DATE,2022
0,DATE,late Tuesday
0,DATE,2021
0,DATE,2021
0,DATE,this year
0,DATE,December
0,DATE,between June and July
0,DATE,July
0,DATE,June
0,DATE,2020
0,DATE,the latter half of the year
0,DATE,this year
0,DATE,Aug. 16
0,DATE,2019
0,DATE,year
0,DATE,recent months
0,DATE,April
0,DATE,December
0,DATE,May
0,DATE,June
0,DATE,July
0,DATE,this year
0,DATE,this month
0,DATE,2021
0,DATE,2021
0,DATE,Friday
0,DATE,90-day
0,DATE,December 2019
0,DATE,FIVE MONTHS
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,July
0,DATE,10-day
0,DATE,the months
0,DATE,January
0,DATE,July
0,DATE,"June 30, 2021"
0,DATE,"Aug. 25, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,The same day
0,DATE,this week
0,DATE,"June 8, 2021"
0,DATE,2021
0,DATE,2021
0,DATE,Wednesday
0,DATE,Tuesday
0,DATE,Earlier this week
0,DATE,2021
0,DATE,2021
0,DATE,Sept. 14
0,DATE,Friday
0,DATE,next week
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,weekly
0,DATE,last year’s
0,DATE,Tuesday
0,DATE,later this week
0,DATE,Monday
0,DATE,2021
0,DATE,2021
0,DATE,last day
0,DATE,Monday
0,DATE,three-year
0,DATE,Earlier this month
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,nearly six decades
0,DATE,a day earlier
0,DATE,79
0,DATE,77
0,DATE,January
0,DATE,recent days
0,DATE,earlier this year
0,DATE,recent weeks
0,DATE,last month
0,DATE,2021
0,DATE,2021
0,DATE,Saturday
0,DATE,just four days
0,DATE,the last week
0,DATE,daily
0,DATE,the last four days
0,DATE,2021
0,DATE,2021
0,DATE,Saturday
0,DATE,this year
0,DATE,Saturday
0,DATE,June
0,DATE,30 days
0,DATE,Last year
0,DATE,this year
0,DATE,2021
0,DATE,2021
0,DATE,the fall semester
0,DATE,this fall
0,DATE,Wednesday
0,DATE,weekly
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,June
0,DATE,August 19
0,DATE,"January 19, 2018"
0,DATE,April 2020
0,DATE,November 2017
0,DATE,January 2018
0,DATE,as early as November 2017
0,DATE,2017
0,DATE,last year
0,DATE,Last month
0,DATE,Wednesday
0,DATE,2021
0,DATE,2021
0,DATE,at least another month
0,DATE,Friday
0,DATE,one-month
0,DATE,March 2020
0,DATE,daily
0,DATE,the last week
0,DATE,daily
0,DATE,mid-March
0,DATE,Wednesday
0,DATE,earlier this month
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,Sept. 14
0,DATE,"December, January, February"
0,DATE,winter
0,DATE,the school year
0,DATE,2003
0,DATE,Sept. 14
0,DATE,September 14
0,DATE,last week
0,DATE,last week
0,DATE,last Friday
0,DATE,this week
0,DATE,last week
0,DATE,July
0,DATE,2018
0,DATE,Sunday
0,DATE,2021
0,DATE,2021
0,DATE,Thursday
0,DATE,"Aug. 19, 2021"
0,DATE,this week
0,DATE,July
0,DATE,Just this week
0,DATE,September
0,DATE,2021
0,DATE,2021
0,DATE,Tuesday
0,DATE,today
0,DATE,the first day
0,DATE,Tuesday
0,DATE,every single day
0,DATE,December of last year
0,DATE,Tuesday
0,DATE,daily
0,DATE,today
0,DATE,last month
0,DATE,Sunday
0,DATE,7-day
0,DATE,"June 15 of 1,065"
0,DATE,Monday
0,DATE,early February
0,DATE,the last month
0,DATE,Monday
0,DATE,Jan. 28
0,DATE,2021
0,DATE,2021
0,DATE,this fiscal year
0,DATE,Friday
0,DATE,This fiscal year
0,DATE,October 2020
0,DATE,Tuesday
0,DATE,earlier this year
0,DATE,34
0,DATE,2021
0,DATE,2021
0,DATE,Sunday
0,DATE,day one
0,DATE,next week
0,DATE,Day 1
0,DATE,14-DAY TRANSTION PERIOD
0,DATE,last week
0,DATE,Aug. 24
0,DATE,two-week
0,DATE,next year
0,DATE,Sunday
0,DATE,2021
0,DATE,2021
0,DATE,the past month
0,DATE,early July
0,DATE,Sunday
0,DATE,the next couple of weeks
0,DATE,January-February
0,DATE,August
0,DATE,2021
0,DATE,2021
0,DATE,Saturday
0,DATE,two years
0,DATE,"Dec. 16, 2020"
0,DATE,2021
0,DATE,2021
0,DATE,The spring of 2021
0,DATE,Sept. 1
0,DATE,Friday
0,DATE,"Friday, Aug. 6, 2021"
0,DATE,Sept. 1
